region,dep_city,dep_date,dep_time,dep_time_slot,arr_city,arr_time,arr_time_slot,duration,nb_changes,train_name_1,train_name_2,standard_class_price,first_class_price
0,Lille,25-01-23,7:12,1,Paris,8:14,1,3720,0,TGV Inoui,,68,70
0,Lille,25-01-23,7:23,1,Paris,10:14,1,10260,2,SNCF,TGV Inoui,56.9,0
0,Lille,25-01-23,7:40,1,Paris,8:59,1,4740,0,TGV Inoui,,54,56
0,Lille,25-01-23,7:42,1,Paris,8:44,1,3720,0,TGV Inoui,,68,87
0,Lille,25-01-23,8:12,1,Paris,9:14,1,3720,0,TGV Inoui,,68,87
0,Lille,25-01-23,8:27,1,Paris,11:14,1,10020,2,SNCF,TGV Inoui,44,0
0,Lille,25-01-23,9:12,1,Paris,10:14,1,3720,0,TGV Inoui,,44,46
0,Lille,25-01-23,9:32,1,Paris,12:08,2,9360,1,TGV Inoui,TGV Inoui,36.6,43.3
0,Lille,25-01-23,10:12,1,Paris,11:14,1,3720,0,TGV Inoui,,29,38
0,Lille,25-01-23,10:51,1,Paris,12:08,2,4620,0,TGV Inoui,,36,38
0,Lille,25-01-23,11:27,1,Paris,14:14,2,10020,2,SNCF,TGV Inoui,37.5,0
0,Lille,25-01-23,11:42,1,Paris,12:44,2,3720,0,TGV Inoui,,29,32
0,Lille,25-01-23,12:27,2,Paris,14:32,2,7500,1,SNCF,TGV Inoui,34.5,0
0,Lille,25-01-23,12:53,2,Paris,15:44,2,10260,2,SNCF,TGV Inoui,40.5,0
0,Lille,25-01-23,13:03,2,Paris,14:32,2,5340,0,TGV Inoui,,27.5,29.5
0,Lille,25-01-23,13:12,2,Paris,14:14,2,3720,0,TGV Inoui,,29,32
0,Lille,25-01-23,13:53,2,Paris,17:14,3,12060,2,SNCF,TGV Inoui,45.5,0
0,Lille,25-01-23,14:42,2,Paris,15:44,2,3720,0,TGV Inoui,,27.5,32
0,Lille,25-01-23,15:57,2,Paris,18:08,3,7860,1,SNCF,TGV Inoui,36.5,0
0,Lille,25-01-23,16:12,3,Paris,17:14,3,3720,0,TGV Inoui,,38,40
0,Lille,25-01-23,16:57,3,Paris,19:08,3,7860,1,SNCF,TGV Inoui,34.5,0
0,Lille,25-01-23,17:12,3,Paris,18:14,3,3720,0,TGV Inoui,,41,43
0,Lille,25-01-23,17:27,3,Paris,20:08,4,9660,2,SNCF,TGV Inoui,32.7,0
0,Lille,25-01-23,17:51,3,Paris,19:08,3,4620,0,TGV Inoui,,30,32
0,Lille,25-01-23,18:12,3,Paris,19:14,3,3720,0,TGV Inoui,,36,38
0,Lille,25-01-23,18:27,3,Paris,21:14,4,10020,2,SNCF,TGV Inoui,39.4,0
0,Lille,25-01-23,18:42,3,Paris,19:44,3,3720,0,TGV Inoui,,30,32
0,Lille,25-01-23,18:51,3,Paris,20:08,4,4620,0,TGV Inoui,,27.5,29.5
0,Lille,25-01-23,19:53,3,Paris,22:47,4,10440,1,SNCF,TGV Inoui,32.5,0
0,Lille,26-01-23,5:52,1,Paris,7:08,1,4560,0,TGV Inoui,,36,38
0,Lille,26-01-23,6:15,1,Paris,8:08,1,6780,1,TGV Inoui,TGV Inoui,60.6,67.3
0,Lille,26-01-23,6:42,1,Paris,7:44,1,3720,0,TGV Inoui,,41,43
0,Lille,26-01-23,6:53,1,Paris,8:47,1,6840,1,SNCF,TGV Inoui,53.5,0
0,Lille,26-01-23,7:12,1,Paris,8:14,1,3720,0,TGV Inoui,,68,70
0,Lille,26-01-23,7:23,1,Paris,10:14,1,10260,2,SNCF,TGV Inoui,56.9,0
0,Lille,26-01-23,7:40,1,Paris,8:59,1,4740,0,TGV Inoui,,54,56
0,Lille,26-01-23,7:42,1,Paris,8:44,1,3720,0,TGV Inoui,,68,87
0,Lille,26-01-23,8:12,1,Paris,9:14,1,3720,0,TGV Inoui,,68,87
0,Lille,26-01-23,8:27,1,Paris,11:14,1,10020,2,SNCF,TGV Inoui,44,0
0,Lille,26-01-23,9:12,1,Paris,10:14,1,3720,0,TGV Inoui,,44,46
0,Lille,26-01-23,9:32,1,Paris,12:08,2,9360,1,TGV Inoui,TGV Inoui,36.6,43.3
0,Lille,26-01-23,10:51,1,Paris,12:08,2,4620,0,TGV Inoui,,30,32
0,Lille,26-01-23,11:27,1,Paris,14:14,2,10020,2,SNCF,TGV Inoui,37.5,0
0,Lille,26-01-23,11:42,1,Paris,12:44,2,3720,0,TGV Inoui,,29,32
0,Lille,26-01-23,12:27,2,Paris,14:32,2,7500,1,SNCF,TGV Inoui,34.5,0
0,Lille,26-01-23,12:53,2,Paris,15:44,2,10260,2,SNCF,TGV Inoui,44,0
0,Lille,26-01-23,13:03,2,Paris,14:32,2,5340,0,TGV Inoui,,27.5,32
0,Lille,26-01-23,13:12,2,Paris,14:14,2,3720,0,TGV Inoui,,29,32
0,Lille,26-01-23,13:53,2,Paris,17:14,3,12060,2,SNCF,TGV Inoui,40.6,0
0,Lille,26-01-23,14:42,2,Paris,15:44,2,3720,0,TGV Inoui,,29,35
0,Lille,26-01-23,15:57,2,Paris,18:08,3,7860,1,SNCF,TGV Inoui,34.5,0
0,Lille,26-01-23,16:12,3,Paris,17:14,3,3720,0,TGV Inoui,,33,35
0,Lille,26-01-23,16:57,3,Paris,19:08,3,7860,1,SNCF,TGV Inoui,34.5,0
0,Lille,26-01-23,17:12,3,Paris,18:14,3,3720,0,TGV Inoui,,38,40
0,Lille,26-01-23,17:27,3,Paris,20:08,4,9660,2,SNCF,TGV Inoui,35.2,0
0,Lille,26-01-23,17:51,3,Paris,19:08,3,4620,0,TGV Inoui,,36,38
0,Lille,26-01-23,18:12,3,Paris,19:14,3,3720,0,TGV Inoui,,36,38
0,Lille,26-01-23,18:27,3,Paris,21:14,4,10020,2,SNCF,TGV Inoui,44.4,0
0,Lille,26-01-23,18:42,3,Paris,19:44,3,3720,0,TGV Inoui,,30,35
0,Lille,26-01-23,18:51,3,Paris,20:08,4,4620,0,TGV Inoui,,30,32
0,Lille,26-01-23,19:53,3,Paris,22:47,4,10440,1,SNCF,TGV Inoui,32.5,0
0,Lille,26-01-23,20:12,4,Paris,21:14,4,3720,0,TGV Inoui,,30,32
0,Lille,27-01-23,6:15,1,Paris,8:08,1,6780,1,TGV Inoui,TGV Inoui,42.6,49.3
0,Lille,27-01-23,6:15,1,Paris,8:08,1,6780,1,TGV Inoui,TGV Inoui,37.8,44.4
0,Lille,27-01-23,6:53,1,Paris,8:47,1,6840,1,SNCF,TGV Inoui,40.5,0
0,Lille,27-01-23,7:12,1,Paris,8:14,1,3720,0,TGV Inoui,,36,38
0,Lille,27-01-23,7:23,1,Paris,10:14,1,10260,2,SNCF,TGV Inoui,51,0
0,Lille,27-01-23,7:40,1,Paris,8:59,1,4740,0,TGV Inoui,,36,38
0,Lille,27-01-23,7:42,1,Paris,8:44,1,3720,0,TGV Inoui,,36,38
0,Lille,27-01-23,8:12,1,Paris,9:14,1,3720,0,TGV Inoui,,47,49
0,Lille,27-01-23,8:27,1,Paris,11:14,1,10020,2,SNCF,TGV Inoui,49,0
0,Lille,27-01-23,9:12,1,Paris,10:14,1,3720,0,TGV Inoui,,38,40
0,Lille,27-01-23,9:53,1,Paris,12:08,2,8100,1,SNCF,TGV Inoui,31,0
0,Lille,27-01-23,10:12,1,Paris,11:14,1,3720,0,TGV Inoui,,36,38
0,Lille,27-01-23,10:51,1,Paris,12:08,2,4620,0,TGV Inoui,,33,38
0,Lille,27-01-23,11:27,1,Paris,14:14,2,10020,2,SNCF,TGV Inoui,45.5,0
0,Lille,27-01-23,11:42,1,Paris,12:44,2,3720,0,TGV Inoui,,33,32
0,Lille,27-01-23,12:27,2,Paris,14:32,2,7500,1,SNCF,TGV Inoui,44.5,0
0,Lille,27-01-23,13:03,2,Paris,14:32,2,5340,0,TGV Inoui,,41,43
0,Lille,27-01-23,13:12,2,Paris,14:14,2,3720,0,TGV Inoui,,38,40
0,Lille,27-01-23,14:42,2,Paris,15:44,2,3720,0,TGV Inoui,,47,49
0,Lille,27-01-23,15:57,2,Paris,18:08,3,7860,1,SNCF,TGV Inoui,38.5,0
0,Lille,27-01-23,16:12,3,Paris,17:14,3,3720,0,TGV Inoui,,47,49
0,Lille,27-01-23,16:57,3,Paris,19:08,3,7860,1,SNCF,TGV Inoui,42.5,0
0,Lille,27-01-23,17:12,3,Paris,18:14,3,3720,0,TGV Inoui,,47,56
0,Lille,27-01-23,17:27,3,Paris,20:08,4,9660,2,SNCF,TGV Inoui,53.5,0
0,Lille,27-01-23,17:42,3,Paris,18:44,3,3720,0,TGV Inoui,,54,56
0,Lille,27-01-23,17:51,3,Paris,19:08,3,4620,0,TGV Inoui,,68,70
0,Lille,28-01-23,7:12,1,Paris,8:14,1,3720,0,TGV Inoui,,41,43
0,Lille,28-01-23,8:12,1,Paris,9:14,1,3720,0,TGV Inoui,,54,56
0,Lille,28-01-23,8:17,1,Paris,10:08,1,6660,1,SNCF,TGV Inoui,38.2,40.1
0,Lille,28-01-23,9:05,1,Paris,11:56,1,10260,1,SNCF,SNCF,37.8,0
0,Lille,28-01-23,9:12,1,Paris,10:14,1,3720,0,TGV Inoui,,47,49
0,Lille,28-01-23,9:14,1,Paris,11:26,1,7920,0,SNCF,,20,0
0,Lille,28-01-23,10:12,1,Paris,11:14,1,3720,0,TGV Inoui,,41,43
0,Lille,28-01-23,10:51,1,Paris,12:08,2,4620,0,TGV Inoui,,38,40
0,Lille,28-01-23,11:12,1,Paris,12:14,2,3720,0,TGV Inoui,,38,40
0,Lille,28-01-23,13:05,2,Paris,16:08,3,10980,1,SNCF,SNCF,45,0
0,Lille,28-01-23,13:12,2,Paris,14:14,2,3720,0,TGV Inoui,,33,35
0,Lille,28-01-23,13:51,2,Paris,15:08,2,4620,0,TGV Inoui,,36,38
0,Lille,28-01-23,15:05,2,Paris,18:56,3,13860,1,SNCF,SNCF,45,0
0,Lille,28-01-23,15:12,2,Paris,16:14,3,3720,0,TGV Inoui,,30,32
0,Lille,28-01-23,15:57,2,Paris,17:14,3,4620,0,TGV Inoui,,33,35
0,Lille,28-01-23,17:05,3,Paris,20:29,4,12240,1,SNCF,SNCF,45,0
0,Lille,28-01-23,17:12,3,Paris,18:14,3,3720,0,TGV Inoui,,33,38
0,Lille,28-01-23,17:51,3,Paris,19:08,3,4620,0,TGV Inoui,,30,35
0,Lille,28-01-23,19:12,3,Paris,20:14,4,3720,0,TGV Inoui,,30,35
0,Lille,28-01-23,19:14,3,Paris,21:29,4,8100,0,SNCF,,10,0
0,Lille,28-01-23,19:36,3,Paris,21:08,4,5520,0,TGV Inoui,,27.5,29.5
0,Lille,28-01-23,20:51,4,Paris,22:08,4,4620,0,TGV Inoui,,27.5,29.5
0,Marseille,20-01-23,5:20,1,Reims,11:14,1,21240,1,TGV Inoui,TGV Inoui,149.1,194.5
0,Marseille,20-01-23,7:04,1,Reims,13:44,2,24000,1,TGV Inoui,TGV Inoui,146.5,190.4
0,Marseille,20-01-23,9:04,1,Reims,15:27,2,22980,2,TGV Inoui,SNCF,153.5,154.9
0,Marseille,20-01-23,9:35,1,Reims,18:14,3,31140,2,Ouigo,TGV Inoui,164.6,170.7
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
0,Marseille,20-01-23,11:45,1,Reims,20:21,4,30960,3,BlablacarBus,TGV Inoui,164.49,213.69
0,Marseille,20-01-23,12:47,2,Reims,18:14,3,19620,1,TGV Inoui,TGV Inoui,158.4,207
0,Marseille,20-01-23,14:04,2,Reims,19:14,3,18600,1,TGV Inoui,TGV Inoui,158.4,214.3
0,Marseille,20-01-23,15:02,2,Reims,20:21,4,19140,2,TGV Inoui,SNCF,158.5,182.7
0,Marseille,20-01-23,16:04,3,Reims,21:14,4,18600,1,TGV Inoui,TGV Inoui,136.5,194.5
0,Marseille,20-01-23,17:03,3,Reims,22:14,4,18660,1,TGV Inoui,TGV Inoui,147.8,192
0,Marseille,20-01-23,21:00,4,Reims,9:14,1,44040,1,BlablacarBus,TGV Inoui,63.99,65.99
0,Marseille,20-01-23,21:00,4,Reims,10:15,1,47700,2,BlablacarBus,SNCF,70.89,72.89
0,Marseille,21-01-23,6:13,1,Reims,12:15,2,21720,2,Ouigo,TGV Inoui,116.9,132.9
0,Marseille,21-01-23,6:36,1,Reims,12:15,2,20340,2,SNCF,TGV Inoui,155.6,180.2
0,Marseille,21-01-23,9:04,1,Reims,14:11,2,18420,1,TGV Inoui,TGV Inoui,147.8,192
0,Marseille,21-01-23,9:35,1,Reims,16:15,3,24000,2,Ouigo,SNCF,103.9,105.9
0,Marseille,21-01-23,9:35,1,Reims,16:15,3,24000,2,Ouigo,TGV Inoui,100.9,103.9
0,Marseille,21-01-23,9:35,1,Reims,16:25,3,24600,1,Ouigo,BlablacarBus,73.99,0
0,Marseille,21-01-23,10:02,1,Reims,16:15,3,22380,2,Ouigo,SNCF,107.9,109.9
0,Marseille,21-01-23,10:47,1,Reims,16:15,3,19680,2,TGV Inoui,SNCF,127.3,182.4
0,Marseille,21-01-23,11:54,1,Reims,18:14,3,22800,1,Ouigo,TGV Inoui,86,88
0,Marseille,21-01-23,11:54,1,Reims,18:15,3,22860,2,Ouigo,TGV Inoui,91.9,93.9
0,Marseille,21-01-23,11:54,1,Reims,19:10,3,26160,1,Ouigo,BlablacarBus,63.99,0
0,Marseille,21-01-23,12:47,2,Reims,18:14,3,19620,1,TGV Inoui,TGV Inoui,91.5,142.8
0,Marseille,21-01-23,21:00,4,Reims,9:14,1,44040,1,BlablacarBus,TGV Inoui,44.99,46.99
0,Marseille,21-01-23,21:00,4,Reims,10:15,1,47700,2,BlablacarBus,SNCF,57.89,59.89
0,Marseille,21-01-23,22:00,4,Reims,10:29,1,44940,2,SNCF,SNCF,69.7,115.7
0,Marseille,21-01-23,22:00,4,Reims,11:44,1,49440,1,SNCF,TGV Inoui,69,107.5
0,Marseille,22-01-23,6:13,1,Reims,13:15,2,25320,2,Ouigo,TGV Inoui,69.9,71.9
0,Marseille,22-01-23,6:36,1,Reims,13:15,2,23940,2,SNCF,TGV Inoui,119.9,139.1
0,Marseille,22-01-23,7:15,1,Reims,14:15,2,25200,2,TGV Inoui,SNCF,112.1,128.5
0,Marseille,22-01-23,9:04,1,Reims,15:15,2,22260,2,TGV Inoui,SNCF,98.9,120.5
0,Marseille,22-01-23,10:02,1,Reims,16:15,3,22380,2,Ouigo,SNCF,98.9,103.9
0,Marseille,22-01-23,10:47,1,Reims,16:14,3,19620,1,TGV Inoui,TGV Inoui,136.5,194.5
0,Marseille,22-01-23,11:54,1,Reims,18:14,3,22800,1,Ouigo,TGV Inoui,115,117
0,Marseille,22-01-23,11:54,1,Reims,18:15,3,22860,2,Ouigo,TGV Inoui,128.9,146.9
0,Marseille,22-01-23,11:54,1,Reims,19:10,3,26160,1,Ouigo,BlablacarBus,90.99,0
0,Marseille,22-01-23,12:47,2,Reims,18:14,3,19620,1,TGV Inoui,TGV Inoui,126.6,172.7
0,Marseille,22-01-23,14:04,2,Reims,19:14,3,18600,1,TGV Inoui,TGV Inoui,150.6,196.2
0,Marseille,22-01-23,16:04,3,Reims,21:14,4,18600,1,TGV Inoui,TGV Inoui,147.8,192
0,Marseille,22-01-23,17:03,3,Reims,22:14,4,18660,1,TGV Inoui,TGV Inoui,147.8,169.5
0,Marseille,22-01-23,21:00,4,Reims,8:15,1,40500,2,BlablacarBus,TGV Inoui,58.89,60.89
0,Marseille,22-01-23,21:00,4,Reims,9:45,1,45900,2,BlablacarBus,SNCF,66.89,68.89
0,Marseille,22-01-23,22:00,4,Reims,10:29,1,44940,2,SNCF,SNCF,93.7,0
0,Marseille,23-01-23,6:04,1,Reims,11:14,1,18600,1,TGV Inoui,TGV Inoui,80,102.8
0,Marseille,23-01-23,6:13,1,Reims,12:15,2,21720,2,Ouigo,TGV Inoui,90.9,112.9
0,Marseille,23-01-23,6:36,1,Reims,12:15,2,20340,2,TGV Inoui,SNCF,134.8,169.1
0,Marseille,23-01-23,7:04,1,Reims,13:45,2,24060,2,TGV Inoui,SNCF,93.4,114.3
0,Marseille,23-01-23,9:04,1,Reims,15:27,2,22980,2,TGV Inoui,SNCF,97.6,193.3
0,Marseille,23-01-23,9:04,1,Reims,16:14,3,25800,1,TGV Inoui,TGV Inoui,93.6,189.1
0,Marseille,23-01-23,9:35,1,Reims,15:27,2,21120,2,Ouigo,TGV Inoui,66.9,68.9
0,Marseille,23-01-23,9:35,1,Reims,16:15,3,24000,2,Ouigo,SNCF,73.9,78.9
0,Marseille,23-01-23,9:35,1,Reims,16:25,3,24600,1,Ouigo,BlablacarBus,49.99,0
0,Marseille,23-01-23,9:35,1,Reims,17:15,3,27600,3,Ouigo,TGV Inoui,119.2,176
0,Marseille,23-01-23,10:02,1,Reims,16:15,3,22380,2,Ouigo,SNCF,82.9,92.9
0,Marseille,23-01-23,11:54,1,Reims,18:15,3,22860,2,Ouigo,TGV Inoui,58.9,63.9
0,Marseille,23-01-23,15:02,2,Reims,20:21,4,19140,2,TGV Inoui,SNCF,96.5,162.6
0,Marseille,23-01-23,16:04,3,Reims,21:44,4,20400,1,TGV Inoui,TGV Inoui,108.5,189.1
0,Marseille,23-01-23,21:00,4,Reims,8:15,1,40500,2,BlablacarBus,TGV Inoui,54.89,56.89
0,Marseille,23-01-23,21:00,4,Reims,9:45,1,45900,2,BlablacarBus,SNCF,64.89,66.89
0,Marseille,23-01-23,22:00,4,Reims,9:45,1,42300,2,SNCF,TGV Inoui,70.9,134.7
0,Marseille,24-01-23,6:04,1,Reims,11:14,1,18600,1,TGV Inoui,TGV Inoui,89.8,141.6
0,Marseille,24-01-23,6:13,1,Reims,12:15,2,21720,2,Ouigo,TGV Inoui,116.9,122.9
0,Marseille,24-01-23,6:36,1,Reims,12:15,2,20340,2,TGV Inoui,SNCF,155.6,172.9
0,Marseille,24-01-23,7:04,1,Reims,13:45,2,24060,2,TGV Inoui,SNCF,90.8,206.9
0,Marseille,24-01-23,9:04,1,Reims,15:27,2,22980,2,TGV Inoui,SNCF,85.5,199.9
0,Marseille,24-01-23,9:04,1,Reims,16:14,3,25800,1,TGV Inoui,TGV Inoui,82.6,197
0,Marseille,24-01-23,9:35,1,Reims,15:27,2,21120,2,Ouigo,TGV Inoui,53.9,55.9
0,Marseille,24-01-23,9:35,1,Reims,16:25,3,24600,1,Ouigo,BlablacarBus,33.99,0
0,Marseille,24-01-23,9:35,1,Reims,17:15,3,27600,3,Ouigo,TGV Inoui,99.9,145
0,Marseille,24-01-23,10:02,1,Reims,16:15,3,22380,2,Ouigo,SNCF,55.9,57.9
0,Marseille,24-01-23,11:54,1,Reims,18:15,3,22860,2,Ouigo,TGV Inoui,55.4,60.9
0,Marseille,24-01-23,11:54,1,Reims,19:10,3,26160,1,Ouigo,BlablacarBus,33.99,0
0,Marseille,24-01-23,15:02,2,Reims,20:21,4,19140,2,TGV Inoui,SNCF,81.8,109
0,Marseille,24-01-23,16:04,3,Reims,21:44,4,20400,1,TGV Inoui,TGV Inoui,91.5,192
0,Marseille,24-01-23,22:00,4,Reims,9:45,1,42300,2,SNCF,TGV Inoui,62.9,94.3
0,Marseille,25-01-23,6:04,1,Reims,11:14,1,18600,1,TGV Inoui,TGV Inoui,75.1,92.3
0,Marseille,25-01-23,6:13,1,Reims,12:15,2,21720,2,Ouigo,TGV Inoui,73.9,82.9
0,Marseille,25-01-23,6:36,1,Reims,12:15,2,20340,2,TGV Inoui,SNCF,118,131
0,Marseille,25-01-23,7:04,1,Reims,13:45,2,24060,2,TGV Inoui,SNCF,98.9,175.8
0,Marseille,25-01-23,9:04,1,Reims,15:27,2,22980,2,TGV Inoui,SNCF,80.6,199.9
0,Marseille,25-01-23,9:35,1,Reims,15:27,2,21120,2,Ouigo,TGV Inoui,53.9,55.9
0,Marseille,25-01-23,9:46,1,Reims,16:45,3,25140,2,TGV Inoui,TGV Inoui,106.9,123.1
0,Marseille,25-01-23,10:02,1,Reims,16:15,3,22380,2,Ouigo,SNCF,63.9,65.9
0,Marseille,25-01-23,11:54,1,Reims,18:15,3,22860,2,Ouigo,TGV Inoui,65.4,75.9
0,Marseille,25-01-23,11:54,1,Reims,19:10,3,26160,1,Ouigo,BlablacarBus,40.99,0
0,Marseille,25-01-23,15:02,2,Reims,20:21,4,19140,2,TGV Inoui,SNCF,86.6,177.4
0,Marseille,25-01-23,16:04,3,Reims,21:44,4,20400,1,TGV Inoui,TGV Inoui,88.7,90.2
0,Marseille,25-01-23,22:00,4,Reims,9:45,1,42300,2,SNCF,TGV Inoui,62.9,117.7
0,Marseille,26-01-23,6:04,1,Reims,11:14,1,18600,1,TGV Inoui,TGV Inoui,73.9,91.2
0,Marseille,26-01-23,6:13,1,Reims,12:15,2,21720,2,Ouigo,TGV Inoui,81.9,112.9
0,Marseille,26-01-23,6:36,1,Reims,12:15,2,20340,2,TGV Inoui,SNCF,101.4,132.4
0,Marseille,26-01-23,7:04,1,Reims,13:45,2,24060,2,TGV Inoui,SNCF,99.2,110.3
0,Marseille,26-01-23,9:04,1,Reims,15:27,2,22980,2,TGV Inoui,SNCF,78,204.9
0,Marseille,26-01-23,9:04,1,Reims,16:14,3,25800,1,TGV Inoui,TGV Inoui,73.9,198.5
0,Marseille,26-01-23,9:35,1,Reims,15:27,2,21120,2,Ouigo,TGV Inoui,53.9,57.9
0,Marseille,26-01-23,9:35,1,Reims,16:15,3,24000,2,Ouigo,SNCF,60.9,73.9
0,Marseille,26-01-23,9:35,1,Reims,17:15,3,27600,3,Ouigo,TGV Inoui,91.3,125.2
0,Marseille,26-01-23,10:02,1,Reims,16:15,3,22380,2,Ouigo,SNCF,54.9,67.9
0,Marseille,26-01-23,11:45,1,Reims,20:21,4,30960,3,BlablacarBus,TGV Inoui,90.59,106.69
0,Marseille,26-01-23,11:54,1,Reims,18:15,3,22860,2,Ouigo,TGV Inoui,57.9,59.9
0,Marseille,26-01-23,11:54,1,Reims,19:10,3,26160,1,Ouigo,BlablacarBus,27.99,0
0,Marseille,26-01-23,15:02,2,Reims,20:21,4,19140,2,TGV Inoui,SNCF,84.4,194.9
0,Marseille,26-01-23,16:04,3,Reims,21:44,4,20400,1,TGV Inoui,TGV Inoui,86.4,169.5
0,Marseille,26-01-23,22:00,4,Reims,9:45,1,42300,2,SNCF,TGV Inoui,71.2,73.7
0,Marseille,27-01-23,5:20,1,Reims,11:14,1,21240,1,TGV Inoui,TGV Inoui,62.7,82.4
0,Marseille,27-01-23,6:13,1,Reims,12:15,2,21720,2,Ouigo,TGV Inoui,74.9,93.9
0,Marseille,27-01-23,6:36,1,Reims,12:15,2,20340,2,TGV Inoui,SNCF,110,140.6
0,Marseille,27-01-23,7:04,1,Reims,13:44,2,24000,1,TGV Inoui,TGV Inoui,82.6,99.9
0,Marseille,27-01-23,7:35,1,Reims,13:44,2,22140,2,TGV Inoui,TGV Inoui,109.4,119.4
0,Marseille,27-01-23,9:04,1,Reims,15:27,2,22980,2,TGV Inoui,SNCF,91.6,174.4
0,Marseille,27-01-23,9:35,1,Reims,15:27,2,21120,2,Ouigo,TGV Inoui,91.9,93.9
0,Marseille,27-01-23,9:35,1,Reims,16:25,3,24600,1,Ouigo,BlablacarBus,58.99,0
0,Marseille,27-01-23,9:46,1,Reims,16:45,3,25140,2,TGV Inoui,TGV Inoui,134.2,169.2
0,Marseille,27-01-23,11:54,1,Reims,18:14,3,22800,1,Ouigo,TGV Inoui,96,101
0,Marseille,27-01-23,11:54,1,Reims,19:10,3,26160,1,Ouigo,BlablacarBus,54.99,0
0,Marseille,27-01-23,12:47,2,Reims,18:14,3,19620,1,TGV Inoui,TGV Inoui,134.9,204.9
0,Marseille,27-01-23,14:04,2,Reims,19:14,3,18600,1,TGV Inoui,TGV Inoui,158.4,211.5
0,Marseille,27-01-23,15:02,2,Reims,20:21,4,19140,2,TGV Inoui,SNCF,134.8,142.1
0,Marseille,27-01-23,16:04,3,Reims,21:14,4,18600,1,TGV Inoui,TGV Inoui,108.5,167.8
0,Marseille,27-01-23,17:03,3,Reims,22:14,4,18660,1,TGV Inoui,TGV Inoui,93.6,198.5
0,Marseille,27-01-23,21:00,4,Reims,9:14,1,44040,1,BlablacarBus,TGV Inoui,60.99,62.99
0,Marseille,27-01-23,22:00,4,Reims,10:29,1,44940,2,SNCF,SNCF,85.7,123.7
0,Marseille,27-01-23,22:00,4,Reims,11:14,1,47640,1,SNCF,TGV Inoui,83.3,121.4
0,Marseille,28-01-23,6:13,1,Reims,12:15,2,21720,2,Ouigo,TGV Inoui,137.9,156.9
0,Marseille,28-01-23,6:36,1,Reims,12:15,2,20340,2,TGV Inoui,SNCF,153.5,173.4
0,Marseille,28-01-23,9:04,1,Reims,14:11,2,18420,1,TGV Inoui,TGV Inoui,120.8,174.5
0,Marseille,28-01-23,9:35,1,Reims,16:15,3,24000,2,Ouigo,TGV Inoui,68.9,72.9
0,Marseille,28-01-23,9:35,1,Reims,16:25,3,24600,1,Ouigo,BlablacarBus,43.99,0
0,Marseille,28-01-23,10:02,1,Reims,16:15,3,22380,2,Ouigo,SNCF,77.9,79.9
0,Marseille,28-01-23,10:47,1,Reims,16:15,3,19680,2,TGV Inoui,SNCF,89.3,159.1
0,Marseille,28-01-23,11:54,1,Reims,18:14,3,22800,1,Ouigo,TGV Inoui,58,60
0,Marseille,28-01-23,11:54,1,Reims,18:15,3,22860,2,Ouigo,TGV Inoui,60.9,63.9
0,Marseille,28-01-23,12:47,2,Reims,18:14,3,19620,1,TGV Inoui,TGV Inoui,94.7,102.1
0,Marseille,28-01-23,16:04,3,Reims,21:44,4,20400,1,TGV Inoui,TGV Inoui,77,109.2
0,Marseille,28-01-23,21:00,4,Reims,9:14,1,44040,1,BlablacarBus,TGV Inoui,40.49,42.49
0,Marseille,28-01-23,22:00,4,Reims,10:29,1,44940,2,SNCF,SNCF,69.7,115.7
0,Marseille,28-01-23,22:00,4,Reims,11:44,1,49440,1,SNCF,TGV Inoui,67,106.1
0,Marseille,20-01-23,5:20,1,Nantes,11:54,1,23640,1,TGV Inoui,TGV Inoui,150,195
0,Marseille,20-01-23,7:04,1,Nantes,14:19,2,26100,1,TGV Inoui,TGV Inoui,188.3,195
0,Marseille,20-01-23,7:04,1,Nantes,17:01,3,35820,1,TGV Inoui,Ouigo Classique,150,193
,,,,,,,,,,,,,
0,Marseille,20-01-23,9:04,1,Nantes,15:54,2,24600,1,TGV Inoui,TGV Inoui,150,200.2
,,,,,,,,,,,,,
,,,,,,,,,,,,,
0,Marseille,20-01-23,12:04,2,Nantes,18:20,3,22560,1,TGV Inoui,TGV Inoui,150,195
0,Marseille,20-01-23,12:47,2,Nantes,22:15,4,34080,1,TGV Inoui,Ouigo Classique,155,198
0,Marseille,20-01-23,14:04,2,Nantes,20:19,4,22500,1,TGV Inoui,TGV Inoui,150,194
,,,,,,,,,,,,,
0,Marseille,20-01-23,15:02,2,Nantes,21:19,4,22620,1,TGV Inoui,TGV Inoui,150,195
,,,,,,,,,,,,,
0,Marseille,20-01-23,16:04,3,Nantes,22:54,4,24600,1,TGV Inoui,TGV Inoui,158.1,195
0,Marseille,20-01-23,17:03,3,Nantes,0:30,4,26820,1,TGV Inoui,TGV Inoui,154.9,195
0,Marseille,20-01-23,21:00,4,Nantes,9:54,1,46440,1,BlablacarBus,TGV Inoui,66.99,70.99
0,Marseille,21-01-23,6:13,1,Nantes,13:19,2,25560,1,Ouigo,TGV Inoui,125,137
0,Marseille,21-01-23,6:13,1,Nantes,17:01,3,38880,1,Ouigo,Ouigo Classique,94,0
0,Marseille,21-01-23,7:04,1,Nantes,14:19,2,26100,1,TGV Inoui,TGV Inoui,99.9,118.4
